pr_title,text,url,comment_index,commit_count_since_comment,total_comments,total_commits,comment_count_since_comment,created_at,closed_at,state,changefile,addline,deleteline,fileChanges
Cardigan snapshots issues tests,"I now have fonts and images loaded as static assets and used (I think) everywhere. The last commit put up [one difference](https://www.chromatic.com/test?appId=62f13cdbd0ff140768a8d87b&id=661fdbe9b2aa5598d2515bb8), and I really can't find what's different, but I'm thinking we have Chromatic ignore videos...?",https://github.com/wellcomecollection/wellcomecollection.org/pull/10792#issuecomment-2061398319,3,2,5,12,2,2024-04-12T10:50:09Z,2024-04-18T13:04:40Z,MERGED,25.0,127.0,194.0,"MODIFIED:cardigan/.storybook/preview-head.html
ADDED:cardigan/public/fonts/Inter-VariableFont_slnt,wght.ttf
ADDED:cardigan/public/fonts/lineto-lettera-regular.woff
ADDED:cardigan/public/fonts/lineto-lettera-regular.woff2
ADDED:cardigan/public/fonts/wellcome-bold.woff
ADDED:cardigan/public/fonts/wellcome-bold.woff2
ADDED:cardigan/public/images/book.png
ADDED:cardigan/public/images/darkcloud-promo-1600x900.png
ADDED:cardigan/public/images/darkcloud-promo-3200x1500.png
ADDED:cardigan/public/images/darkcloud-promo-3200x1800.png
ADDED:cardigan/public/images/darkcloud-promo-3200x3200.png
ADDED:cardigan/public/images/florence-winterflood-1600x900.jpg
ADDED:cardigan/public/images/florence-winterflood-3200x1500.jpg
ADDED:cardigan/public/images/florence-winterflood-3200x1800.jpg
ADDED:cardigan/public/images/florence-winterflood-3200x3200.jpg
ADDED:cardigan/public/images/reading-room-3200x1800.jpg
ADDED:cardigan/public/images/reading-room-clock-3200x3200.jpg
MODIFIED:cardigan/stories/components/BookPromo/BookPromo.stories.tsx
MODIFIED:cardigan/stories/components/EventSchedule/EventSchedule.stories.tsx
MODIFIED:cardigan/stories/components/PageHeader/PageHeader.stories.tsx
MODIFIED:cardigan/stories/components/SeasonsHeader/SeasonsHeader.stories.tsx
MODIFIED:cardigan/stories/content.ts
MODIFIED:cardigan/stories/data/prismic/exhibition.ts
MODIFIED:common/views/components/VideoEmbed/VideoEmbed.tsx
MODIFIED:content/webapp/components/SoundCloudEmbed/SoundCloudEmbed.tsx"
refactor(ContentHero): update and apply component usage,"Hey @nloureiro ! Would like a review from you on these updates.

- [UI Snapshot update of the `ContentHero` story](https://www.chromatic.com/test?appId=63b7ea99632763723c7f4d6b&id=660ce91187cd410aaeae1c16)
- [Updated `ContentHero` component in Storybook](https://63b7ea99632763723c7f4d6b-heocvpqqrj.chromatic.com/?path=/story/organisms-layouts-hero--content-hero)
- [/merge page preview](https://deploy-preview-12639--ethereumorg.netlify.app/en/roadmap/merge/)
- [/beacon-chain page preview](https://deploy-preview-12639--ethereumorg.netlify.app/en/roadmap/beacon-chain)
  - Noting for this page that the image does not seem to work quite as well for the new layout",https://github.com/ethereum/ethereum-org-website/pull/12639#issuecomment-2035787922,1,9,15,16,14,2024-04-03T04:08:58Z,2024-05-31T12:23:39Z,MERGED,10.0,118.0,157.0,"MODIFIED:src/components/Hero/ContentHero/ContentHero.stories.tsx
MODIFIED:src/components/Hero/ContentHero/index.tsx
MODIFIED:src/components/Hero/HubHero/HubHero.stories.tsx
MODIFIED:src/components/Hero/HubHero/index.tsx
MODIFIED:src/components/Hero/MdxHero/index.tsx
MODIFIED:src/layouts/Upgrade.tsx
MODIFIED:src/lib/types.ts
MODIFIED:src/pages/community.tsx
MODIFIED:src/pages/layer-2.tsx
MODIFIED:src/pages/learn.tsx"
refactor(ContentHero): update and apply component usage,"> Hey @nloureiro ! Would like a review from you on these updates.
>
> - [UI Snapshot update of the `ContentHero` story](https://www.chromatic.com/test?appId=63b7ea99632763723c7f4d6b&id=660ce91187cd410aaeae1c16)
> - [Updated `ContentHero` component in Storybook](https://63b7ea99632763723c7f4d6b-heocvpqqrj.chromatic.com/?path=/story/organisms-layouts-hero--content-hero)
> - [/merge page preview](https://deploy-preview-12639--ethereumorg.netlify.app/en/roadmap/merge/)
> - [/beacon-chain page preview](https://deploy-preview-12639--ethereumorg.netlify.app/en/roadmap/beacon-chain)
>   - Noting for this page that the image does not seem to work quite as well for the new layout

@nloureiro provided the above links again for visibility with your review!",https://github.com/ethereum/ethereum-org-website/pull/12639#issuecomment-2045255946,8,9,15,16,7,2024-04-03T04:08:58Z,2024-05-31T12:23:39Z,MERGED,10.0,118.0,157.0,"MODIFIED:src/components/Hero/ContentHero/ContentHero.stories.tsx
MODIFIED:src/components/Hero/ContentHero/index.tsx
MODIFIED:src/components/Hero/HubHero/HubHero.stories.tsx
MODIFIED:src/components/Hero/HubHero/index.tsx
MODIFIED:src/components/Hero/MdxHero/index.tsx
MODIFIED:src/layouts/Upgrade.tsx
MODIFIED:src/lib/types.ts
MODIFIED:src/pages/community.tsx
MODIFIED:src/pages/layer-2.tsx
MODIFIED:src/pages/learn.tsx"
refactor(site): reorganize template schedule settings form,"> Looks really good! Mainly had a suggestion about tidying up the UI a bit more:
> https://www.chromatic.com/test?appId=624de63c6aacee003aa84340&id=662698f790e6752a83fb903a
>
>

I agree with your suggestions but I think it is out of the scope of this issue so I created an issue to track this improvement https://github.com/coder/coder/issues/13050. I plan to work on it on the ""free"" week.",https://github.com/coder/coder/pull/13031#issuecomment-2072113477,1,0,1,2,0,2024-04-22T17:03:28Z,2024-04-23T11:59:19Z,MERGED,1.0,175.0,179.0,MODIFIED:site/src/pages/TemplateSettingsPage/TemplateSchedulePage/TemplateScheduleForm.tsx
Tooltip portal,"I think the screenshot is from build 863? I ran that one, then I realized I need to have a separate cursor portal, then I added the cursor portal. My bad, I should have generated a new diff, here it is: https://www.chromatic.com/test?appId=63da8268a0da9970db6992aa&id=66211568b767d61b79aa05d1",https://github.com/recharts/recharts/pull/4441#issuecomment-2063787042,5,0,8,2,3,2024-04-17T13:17:50Z,2024-04-18T15:57:33Z,MERGED,16.0,354.0,147.0,"MODIFIED:scripts/snapshots/es6Files.txt
MODIFIED:scripts/snapshots/libFiles.txt
MODIFIED:scripts/snapshots/typesFiles.txt
MODIFIED:src/chart/Sankey.tsx
MODIFIED:src/chart/SunburstChart.tsx
MODIFIED:src/chart/Treemap.tsx
MODIFIED:src/chart/generateCategoricalChart.tsx
MODIFIED:src/chart/types.ts
MODIFIED:src/component/Tooltip.tsx
MODIFIED:src/component/TooltipBoundingBox.tsx
ADDED:src/context/tooltipPortalContext.tsx
MODIFIED:storybook/stories/API/component/Tooltip.stories.tsx
MODIFIED:storybook/stories/Examples/Tooltip.stories.tsx
MODIFIED:test/cartesian/CartesianGrid.spec.tsx
MODIFIED:test/component/Tooltip/Tooltip.visibility.spec.tsx
MODIFIED:test/util/context.tsx"
chore: remove wds headless button,"@KelvinOm spotted a couple of things with Chromatic, [tagged you there](https://www.chromatic.com/test?appId=5f1e6db0ad879d0022744996&id=66269e0137d50c7f251fb54f).",https://github.com/appsmithorg/appsmith/pull/32857#issuecomment-2071595653,6,2,9,2,3,2024-04-22T17:22:54Z,2024-04-23T12:00:36Z,MERGED,20.0,363.0,441.0,"DELETED:app/client/packages/design-system/headless/src/components/Button/index.ts
DELETED:app/client/packages/design-system/headless/src/components/Button/src/Button.tsx
DELETED:app/client/packages/design-system/headless/src/components/Button/src/index.ts
DELETED:app/client/packages/design-system/headless/src/components/Button/stories/Button.stories.tsx
MODIFIED:app/client/packages/design-system/headless/src/components/Menu/stories/Menu.stories.tsx
MODIFIED:app/client/packages/design-system/headless/src/components/Popover/src/PopoverTrigger.tsx
MODIFIED:app/client/packages/design-system/headless/src/components/Popover/stories/ControlledPopover.tsx
MODIFIED:app/client/packages/design-system/headless/src/components/Popover/stories/Popover.stories.tsx
MODIFIED:app/client/packages/design-system/headless/src/components/Tooltip/stories/Tooltip.stories.tsx
MODIFIED:app/client/packages/design-system/headless/src/index.ts
MODIFIED:app/client/packages/design-system/theming/src/token/src/styles.module.css
MODIFIED:app/client/packages/design-system/theming/src/token/src/themeTokens.json
MODIFIED:app/client/packages/design-system/widgets/src/components/ActionGroup/src/ActionGroupItem.tsx
MODIFIED:app/client/packages/design-system/widgets/src/components/Button/chromatic/Button.chromatic.stories.tsx
MODIFIED:app/client/packages/design-system/widgets/src/components/Button/src/Button.tsx
MODIFIED:app/client/packages/design-system/widgets/src/components/Button/src/styles.module.css
MODIFIED:app/client/packages/design-system/widgets/src/components/Button/src/types.ts
MODIFIED:app/client/packages/design-system/widgets/src/components/ButtonGroup/src/ButtonGroupItem.tsx
MODIFIED:app/client/packages/design-system/widgets/src/components/IconButton/src/IconButton.tsx
MODIFIED:app/client/packages/storybook/.storybook/main.ts"
chore: DatePicker の VRT がフレーキーになる問題を解消する,"フォーカス外れるので、Chromatic でフォーカスリングが剥がれる差分が発生しますが、ここで担保したいのはそこではなく表示されたカレンダー側の話なのでヨシと捉えてます。
https://www.chromatic.com/test?appId=63d0ccabb5d2dd29825524ab&id=66335e85281f5a92e4d2fc07",https://github.com/kufu/smarthr-ui/pull/4626#discussion_r1587350621,1,1,1,2,0,2024-05-02T09:39:52Z,2024-05-07T08:48:50Z,MERGED,1.0,2.0,0.0,MODIFIED:packages/smarthr-ui/src/components/DatePicker/VRTDatePicker.stories.tsx
test(#10336): add `components/MkC.*` stories,"MkChart の背景の線が動いてしまい変更が検知されてしまったのを直す必要がある
https://www.chromatic.com/test?appId=6428f7d7b962f0b79f97d6e4&id=66641e3b27e632a2dd80d560",https://github.com/misskey-dev/misskey/pull/13830#issuecomment-2155886151,7,0,8,16,1,2024-05-18T11:25:02Z,2024-06-08T09:00:54Z,MERGED,28.0,1083.0,86.0,"MODIFIED:packages/frontend/.storybook/fakes.ts
MODIFIED:packages/frontend/.storybook/generate.tsx
MODIFIED:packages/frontend/.storybook/main.ts
MODIFIED:packages/frontend/.storybook/preview.ts
MODIFIED:packages/frontend/package.json
ADDED:packages/frontend/src/components/MkChannelFollowButton.stories.impl.ts
MODIFIED:packages/frontend/src/components/MkChannelFollowButton.vue
ADDED:packages/frontend/src/components/MkChannelList.stories.impl.ts
ADDED:packages/frontend/src/components/MkChannelPreview.stories.impl.ts
ADDED:packages/frontend/src/components/MkChart.stories.impl.ts
MODIFIED:packages/frontend/src/components/MkChart.vue
ADDED:packages/frontend/src/components/MkChartLegend.stories.impl.ts
ADDED:packages/frontend/src/components/MkChartTooltip.stories.impl.ts
ADDED:packages/frontend/src/components/MkClickerGame.stories.impl.ts
MODIFIED:packages/frontend/src/components/MkClickerGame.vue
ADDED:packages/frontend/src/components/MkClipPreview.stories.impl.ts
ADDED:packages/frontend/src/components/MkCode.core.stories.impl.ts
ADDED:packages/frontend/src/components/MkCode.stories.impl.ts
ADDED:packages/frontend/src/components/MkCodeEditor.stories.impl.ts
ADDED:packages/frontend/src/components/MkCodeInline.stories.impl.ts
ADDED:packages/frontend/src/components/MkColorInput.stories.impl.ts
ADDED:packages/frontend/src/components/MkContainer.stories.impl.ts
ADDED:packages/frontend/src/components/MkContextMenu.stories.impl.ts
ADDED:packages/frontend/src/components/MkCropperDialog.stories.impl.ts
ADDED:packages/frontend/src/components/MkCustomEmojiDetailedDialog.stories.impl.ts
ADDED:packages/frontend/src/components/MkCwButton.stories.impl.ts
MODIFIED:packages/frontend/src/scripts/test-utils.ts
MODIFIED:pnpm-lock.yaml"
Update version to 33.0.0,"Huh, chromatic complains about icons story being too big: https://www.chromatic.com/test?appId=63b6ef3ead16487d250fd350&id=664712530770d0624d2acf2c

will see if there is a quick fix for this",https://github.com/cloudblue/connect-ui-toolkit/pull/92#issuecomment-2117027142,1,0,3,1,2,2024-05-17T08:10:54Z,2024-05-17T11:34:10Z,MERGED,2.0,3.0,3.0,"MODIFIED:package-lock.json
MODIFIED:package.json"
Update version to 33.0.0,"> Huh, chromatic complains about icons story being too big: https://www.chromatic.com/test?appId=63b6ef3ead16487d250fd350&id=664712530770d0624d2acf2c
>
> will see if there is a quick fix for this

Even when making the icons smaller (https://github.com/cloudblue/connect-ui-toolkit/pull/93) the Chromatic build failed for the icons. I'll create a new ticket so we can figure out how to display them.",https://github.com/cloudblue/connect-ui-toolkit/pull/92#issuecomment-2117397544,2,0,3,1,1,2024-05-17T08:10:54Z,2024-05-17T11:34:10Z,MERGED,2.0,3.0,3.0,"MODIFIED:package-lock.json
MODIFIED:package.json"
DDFLSBP-651 - Implement cookie blocking placeholder,"Btw there is a whole lot of chromatic tests that need to be approved. I think at least some of them are related. One troubeling one is one that seems like the contrast changes on the input fields that Claus did has been reverted?:
https://www.chromatic.com/test?appId=616ffdab9acbf5003ad5fd2b&id=6661c5837b4c653d0766aa3c",https://github.com/danskernesdigitalebibliotek/dpl-design-system/pull/650#issuecomment-2153175265,7,3,10,11,3,2024-05-31T11:53:07Z,2024-06-17T23:55:45Z,MERGED,5.0,105.0,4.0,"MODIFIED:base.scss
MODIFIED:src/stories/Library/paragraphs/Paragraphs.tsx
MODIFIED:src/stories/Library/video-embed/VideoEmbed.stories.tsx
MODIFIED:src/stories/Library/video-embed/VideoEmbed.tsx
ADDED:src/stories/Library/video-embed/cookie-placeholder.scss"
DDFLSBP-651 - Implement cookie blocking placeholder,"> Btw there is a whole lot of chromatic tests that need to be approved. I think at least some of them are related. One troubeling one is one that seems like the contrast changes on the input fields that Claus did has been reverted?: https://www.chromatic.com/test?appId=616ffdab9acbf5003ad5fd2b&id=6661c5837b4c653d0766aa3c

It seems to be because I didn't have the newest version of develop merged into my branch. After merging develop into my branch, the only chromatic tests that needs to be approved are the new one introduces by my PR.",https://github.com/danskernesdigitalebibliotek/dpl-design-system/pull/650#issuecomment-2156025254,9,0,10,11,1,2024-05-31T11:53:07Z,2024-06-17T23:55:45Z,MERGED,5.0,105.0,4.0,"MODIFIED:base.scss
MODIFIED:src/stories/Library/paragraphs/Paragraphs.tsx
MODIFIED:src/stories/Library/video-embed/VideoEmbed.stories.tsx
MODIFIED:src/stories/Library/video-embed/VideoEmbed.tsx
ADDED:src/stories/Library/video-embed/cookie-placeholder.scss"
2.x: Support react 19,"Visual regression https://www.chromatic.com/test?appId=63da8268a0da9970db6992aa&id=664cfc9eadd585053f5b885c

This will need to be converted to a class component unfortunately :/",https://github.com/recharts/recharts/pull/4542#discussion_r1608892185,17,1,45,1,28,2024-05-17T20:35:19Z,2024-05-21T22:22:26Z,MERGED,10.0,419.0,304.0,"MODIFIED:src/cartesian/ErrorBar.tsx
MODIFIED:src/cartesian/ReferenceArea.tsx
MODIFIED:src/cartesian/ReferenceDot.tsx
MODIFIED:src/cartesian/ReferenceLine.tsx
MODIFIED:src/cartesian/XAxis.tsx
MODIFIED:src/cartesian/YAxis.tsx
MODIFIED:src/cartesian/ZAxis.tsx
MODIFIED:src/chart/generateCategoricalChart.tsx
MODIFIED:src/polar/Pie.tsx
MODIFIED:test/chart/generateCategoricalChart.spec.tsx"
fix(frontend): fix Storybook type errors,"MkAd は何故か落ちてしまいますね…（手元で Rerun すると通るんですが）

https://www.chromatic.com/test?appId=6428f7d7b962f0b79f97d6e4&id=6631f1351934bfc339bb9815",https://github.com/misskey-dev/misskey/pull/13779#issuecomment-2088165855,4,0,5,2,1,2024-05-01T06:50:52Z,2024-05-01T07:39:17Z,MERGED,17.0,953.0,733.0,"MODIFIED:packages/frontend/.storybook/fakes.ts
MODIFIED:packages/frontend/.storybook/generate.tsx
MODIFIED:packages/frontend/.storybook/main.ts
MODIFIED:packages/frontend/.storybook/mocks.ts
MODIFIED:packages/frontend/package.json
MODIFIED:packages/frontend/src/components/MkAccountMoved.stories.impl.ts
MODIFIED:packages/frontend/src/components/MkAnnouncementDialog.stories.impl.ts
MODIFIED:packages/frontend/src/components/MkSignupDialog.rules.stories.impl.ts
MODIFIED:packages/frontend/src/components/global/MkAd.stories.impl.ts
MODIFIED:packages/frontend/src/components/global/MkAvatar.stories.impl.ts
MODIFIED:packages/frontend/src/components/global/MkCondensedLine.stories.impl.ts
MODIFIED:packages/frontend/src/components/global/MkError.stories.meta.ts
MODIFIED:packages/frontend/src/components/global/MkPageHeader.stories.impl.ts
MODIFIED:packages/frontend/src/components/global/MkPageHeader.tabs.vue
MODIFIED:packages/frontend/src/components/global/MkTime.stories.impl.ts
MODIFIED:packages/frontend/src/components/global/MkUserName.stories.impl.ts
MODIFIED:pnpm-lock.yaml"
fix(block-section): apply missing CSS class to start/end icon,"> 👍 Does this trigger a screenshot test change? or is there some other way to test this?

Good question. Indeed, [it does](https://www.chromatic.com/test?appId=6266d45509d7eb004aa254fb&id=667b47baf9338102b3c51f3d)! ✋👁️👄👁️🔎❗",https://github.com/Esri/calcite-design-system/pull/9688#issuecomment-2200855111,1,0,1,1,0,2024-06-25T22:38:54Z,2024-07-01T19:24:21Z,MERGED,1.0,2.0,2.0,MODIFIED:packages/calcite-components/src/components/block-section/block-section.tsx
Select manual filtering.,"Is pausing the animation working? There is a diff shown in this build, but maybe that's a diff between when you were not pausing before versus when you are pausing now?

https://www.chromatic.com/test?appId=60e89457a987cf003efc0a5b&id=66670c56a963ec931a9f74ac",https://github.com/ni/nimble/pull/2167#discussion_r1633407705,22,23,44,38,22,2024-06-06T16:24:32Z,2024-06-17T16:23:16Z,MERGED,13.0,711.0,390.0,"ADDED:change/@ni-nimble-components-b17c2cdf-e3dd-4bb0-bbbb-f6860cb74dc1.json
MODIFIED:packages/nimble-components/src/label-provider/core/index.ts
MODIFIED:packages/nimble-components/src/label-provider/core/label-token-defaults.ts
MODIFIED:packages/nimble-components/src/label-provider/core/label-tokens.ts
MODIFIED:packages/nimble-components/src/select/index.ts
MODIFIED:packages/nimble-components/src/select/styles.ts
MODIFIED:packages/nimble-components/src/select/template.ts
MODIFIED:packages/nimble-components/src/select/testing/select.pageobject.ts
MODIFIED:packages/nimble-components/src/select/tests/select.spec.ts
MODIFIED:packages/nimble-components/src/select/types.ts
MODIFIED:packages/storybook/src/nimble/select/select-opened-matrix.stories.ts
MODIFIED:packages/storybook/src/nimble/select/select.mdx
MODIFIED:packages/storybook/src/nimble/select/select.stories.ts"
Select manual filtering.,"Reminder to take some care when Chromatic diffs. It looks like [the current build](https://www.chromatic.com/test?appId=60e89457a987cf003efc0a5b&id=6669161f7a2ba05516df3199) is exhibiting #1862 where sub menus are positioned far away from their parent, so we don't want to set that as the new baseline. My best advice is just to trigger a new build.",https://github.com/ni/nimble/pull/2167#discussion_r1636377158,31,12,44,38,13,2024-06-06T16:24:32Z,2024-06-17T16:23:16Z,MERGED,13.0,711.0,390.0,"ADDED:change/@ni-nimble-components-b17c2cdf-e3dd-4bb0-bbbb-f6860cb74dc1.json
MODIFIED:packages/nimble-components/src/label-provider/core/index.ts
MODIFIED:packages/nimble-components/src/label-provider/core/label-token-defaults.ts
MODIFIED:packages/nimble-components/src/label-provider/core/label-tokens.ts
MODIFIED:packages/nimble-components/src/select/index.ts
MODIFIED:packages/nimble-components/src/select/styles.ts
MODIFIED:packages/nimble-components/src/select/template.ts
MODIFIED:packages/nimble-components/src/select/testing/select.pageobject.ts
MODIFIED:packages/nimble-components/src/select/tests/select.spec.ts
MODIFIED:packages/nimble-components/src/select/types.ts
MODIFIED:packages/storybook/src/nimble/select/select-opened-matrix.stories.ts
MODIFIED:packages/storybook/src/nimble/select/select.mdx
MODIFIED:packages/storybook/src/nimble/select/select.stories.ts"
